rankid training region idx f0 policy xtime
0 RoundRobin matvec_std::operator() 0 3.04821e+08 0 0.0572724
0 RoundRobin matvec_std::operator() 1 3.04821e+08 1 2.15078
0 RoundRobin matvec_std::operator() 2 3.04821e+08 0 0.0586769
0 RoundRobin matvec_std::operator() 3 3.04821e+08 1 2.06693
0 RoundRobin matvec_std::operator() 4 3.04821e+08 0 0.0556836
0 RoundRobin matvec_std::operator() 5 3.04821e+08 1 2.0896
0 RoundRobin matvec_std::operator() 6 3.04821e+08 0 0.0599815
0 RoundRobin matvec_std::operator() 7 3.04821e+08 1 1.98314
0 RoundRobin matvec_std::operator() 8 3.04821e+08 0 0.0528972
0 RoundRobin matvec_std::operator() 9 3.04821e+08 1 1.96724
0 RoundRobin matvec_std::operator() 10 3.04821e+08 0 0.0529201
0 RoundRobin matvec_std::operator() 11 3.04821e+08 1 1.96934
0 RoundRobin matvec_std::operator() 12 3.04821e+08 0 0.0530475
0 RoundRobin matvec_std::operator() 13 3.04821e+08 1 1.96796
0 RoundRobin matvec_std::operator() 14 3.04821e+08 0 0.0531546
0 RoundRobin matvec_std::operator() 15 3.04821e+08 1 1.9645
0 RoundRobin matvec_std::operator() 16 3.04821e+08 0 0.0532335
0 RoundRobin matvec_std::operator() 17 3.04821e+08 1 1.96431
0 RoundRobin matvec_std::operator() 18 3.04821e+08 0 0.0531122
0 RoundRobin matvec_std::operator() 19 3.04821e+08 1 1.99003
0 RoundRobin matvec_std::operator() 20 3.04821e+08 0 0.053181
0 RoundRobin matvec_std::operator() 21 3.04821e+08 1 1.99131
0 RoundRobin matvec_std::operator() 22 3.04821e+08 0 0.0525608
0 RoundRobin matvec_std::operator() 23 3.04821e+08 1 1.98016
0 RoundRobin matvec_std::operator() 24 3.04821e+08 0 0.0533012
0 RoundRobin matvec_std::operator() 25 3.04821e+08 1 2.01775
0 RoundRobin matvec_std::operator() 26 3.04821e+08 0 0.0530465
0 RoundRobin matvec_std::operator() 27 3.04821e+08 1 1.96849
0 RoundRobin matvec_std::operator() 28 3.04821e+08 0 0.0529376
0 RoundRobin matvec_std::operator() 29 3.04821e+08 1 1.96323
0 RoundRobin matvec_std::operator() 30 3.04821e+08 0 0.0530194
0 RoundRobin matvec_std::operator() 31 3.04821e+08 1 1.96318
0 RoundRobin matvec_std::operator() 32 3.04821e+08 0 0.0532097
0 RoundRobin matvec_std::operator() 33 3.04821e+08 1 1.95943
0 RoundRobin matvec_std::operator() 34 3.04821e+08 0 0.0528374
0 RoundRobin matvec_std::operator() 35 3.04821e+08 1 1.96352
0 RoundRobin matvec_std::operator() 36 3.04821e+08 0 0.0528854
0 RoundRobin matvec_std::operator() 37 3.04821e+08 1 1.95946
0 RoundRobin matvec_std::operator() 38 3.04821e+08 0 0.0528518
0 RoundRobin matvec_std::operator() 39 3.04821e+08 1 1.96364
0 RoundRobin matvec_std::operator() 40 3.04821e+08 0 0.0529411
0 RoundRobin matvec_std::operator() 41 3.04821e+08 1 1.95976
0 RoundRobin matvec_std::operator() 42 3.04821e+08 0 0.0530204
0 RoundRobin matvec_std::operator() 43 3.04821e+08 1 1.9637
0 RoundRobin matvec_std::operator() 44 3.04821e+08 0 0.0529501
0 RoundRobin matvec_std::operator() 45 3.04821e+08 1 1.9611
0 RoundRobin matvec_std::operator() 46 3.04821e+08 0 0.0532452
0 RoundRobin matvec_std::operator() 47 3.04821e+08 1 1.95981
0 RoundRobin matvec_std::operator() 48 3.04821e+08 0 0.0529134
0 RoundRobin matvec_std::operator() 49 3.04821e+08 1 1.98556
0 RoundRobin matvec_std::operator() 50 3.04821e+08 0 0.0531683
0 RoundRobin matvec_std::operator() 51 3.04821e+08 1 1.96122
0 RoundRobin matvec_std::operator() 52 3.04821e+08 0 0.05261
0 RoundRobin matvec_std::operator() 53 3.04821e+08 1 1.96029
0 RoundRobin matvec_std::operator() 54 3.04821e+08 0 0.0575901
0 RoundRobin matvec_std::operator() 55 3.04821e+08 1 1.88413
0 RoundRobin matvec_std::operator() 56 3.04821e+08 0 0.0500489
0 RoundRobin matvec_std::operator() 57 3.04821e+08 1 1.87577
0 RoundRobin matvec_std::operator() 58 3.04821e+08 0 0.0500777
0 RoundRobin matvec_std::operator() 59 3.04821e+08 1 1.87715
0 RoundRobin matvec_std::operator() 60 3.04821e+08 0 0.0502989
0 RoundRobin matvec_std::operator() 61 3.04821e+08 1 1.87431
0 RoundRobin matvec_std::operator() 62 3.04821e+08 0 0.0502065
0 RoundRobin matvec_std::operator() 63 3.04821e+08 1 1.878
0 RoundRobin matvec_std::operator() 64 3.04821e+08 0 0.0500733
0 RoundRobin matvec_std::operator() 65 3.04821e+08 1 1.87785
0 RoundRobin matvec_std::operator() 66 3.04821e+08 0 0.05019
0 RoundRobin matvec_std::operator() 67 3.04821e+08 1 1.87794
0 RoundRobin matvec_std::operator() 68 3.04821e+08 0 0.050082
0 RoundRobin matvec_std::operator() 69 3.04821e+08 1 1.87697
0 RoundRobin matvec_std::operator() 70 3.04821e+08 0 0.0502543
0 RoundRobin matvec_std::operator() 71 3.04821e+08 1 1.87696
0 RoundRobin matvec_std::operator() 72 3.04821e+08 0 0.0502146
0 RoundRobin matvec_std::operator() 73 3.04821e+08 1 1.87774
0 RoundRobin matvec_std::operator() 74 3.04821e+08 0 0.0501557
0 RoundRobin matvec_std::operator() 75 3.04821e+08 1 1.87881
0 RoundRobin matvec_std::operator() 76 3.04821e+08 0 0.0502109
0 RoundRobin matvec_std::operator() 77 3.04821e+08 1 1.87329
0 RoundRobin matvec_std::operator() 78 3.04821e+08 0 0.0501323
0 RoundRobin matvec_std::operator() 79 3.04821e+08 1 1.87837
0 RoundRobin matvec_std::operator() 80 3.04821e+08 0 0.0501439
0 RoundRobin matvec_std::operator() 81 3.04821e+08 1 1.8708
0 RoundRobin matvec_std::operator() 82 3.04821e+08 0 0.0501467
0 RoundRobin matvec_std::operator() 83 3.04821e+08 1 1.879
0 RoundRobin matvec_std::operator() 84 3.04821e+08 0 0.0501278
0 RoundRobin matvec_std::operator() 85 3.04821e+08 1 1.87521
0 RoundRobin matvec_std::operator() 86 3.04821e+08 0 0.0501365
0 RoundRobin matvec_std::operator() 87 3.04821e+08 1 1.88281
0 RoundRobin matvec_std::operator() 88 3.04821e+08 0 0.0502232
0 RoundRobin matvec_std::operator() 89 3.04821e+08 1 1.87638
0 RoundRobin matvec_std::operator() 90 3.04821e+08 0 0.0502552
0 RoundRobin matvec_std::operator() 91 3.04821e+08 1 1.87805
