rankid,training,region,idx,f0,policy,xtime
0,RoundRobin,matvec_std::operator(),0,81182736,0,0.013000931
0,RoundRobin,matvec_std::operator(),1,81182736,1,0.48237385
0,RoundRobin,matvec_std::operator(),2,81182736,0,0.013002743
0,RoundRobin,matvec_std::operator(),3,81182736,1,0.496338005
0,RoundRobin,matvec_std::operator(),4,81182736,0,0.012997235
0,RoundRobin,matvec_std::operator(),5,81182736,1,0.47576442
0,RoundRobin,matvec_std::operator(),6,81182736,0,0.012851209
0,RoundRobin,matvec_std::operator(),7,81182736,1,0.494235397
0,RoundRobin,matvec_std::operator(),8,81182736,0,0.013606083
0,RoundRobin,matvec_std::operator(),9,81182736,1,0.481670368
0,RoundRobin,matvec_std::operator(),10,81182736,0,0.012819266
0,RoundRobin,matvec_std::operator(),11,81182736,1,0.482299113
0,RoundRobin,matvec_std::operator(),12,81182736,0,0.012756443
0,RoundRobin,matvec_std::operator(),13,81182736,1,0.49536517
0,RoundRobin,matvec_std::operator(),14,81182736,0,0.013607782
0,RoundRobin,matvec_std::operator(),15,81182736,1,0.479089158
0,RoundRobin,matvec_std::operator(),16,81182736,0,0.012462409
0,RoundRobin,matvec_std::operator(),17,81182736,1,0.496225008
0,RoundRobin,matvec_std::operator(),18,81182736,0,0.012609913
0,RoundRobin,matvec_std::operator(),19,81182736,1,0.486484691
0,RoundRobin,matvec_std::operator(),20,81182736,0,0.01274321
0,RoundRobin,matvec_std::operator(),21,81182736,1,0.480529452
0,RoundRobin,matvec_std::operator(),22,81182736,0,0.012803215
0,RoundRobin,matvec_std::operator(),23,81182736,1,0.484465865
0,RoundRobin,matvec_std::operator(),24,81182736,0,0.012761258
0,RoundRobin,matvec_std::operator(),25,81182736,1,0.490172112
0,RoundRobin,matvec_std::operator(),26,81182736,0,0.02280845
0,RoundRobin,matvec_std::operator(),27,81182736,1,0.471651462
0,RoundRobin,matvec_std::operator(),28,81182736,0,0.013124444
0,RoundRobin,matvec_std::operator(),29,81182736,1,0.46536412
0,RoundRobin,matvec_std::operator(),30,81182736,0,0.013099588
0,RoundRobin,matvec_std::operator(),31,81182736,1,0.461433162
0,RoundRobin,matvec_std::operator(),32,81182736,0,0.013546807
0,RoundRobin,matvec_std::operator(),33,81182736,1,0.461286349
0,RoundRobin,matvec_std::operator(),34,81182736,0,0.013270995
0,RoundRobin,matvec_std::operator(),35,81182736,1,0.46279583
0,RoundRobin,matvec_std::operator(),36,81182736,0,0.013021674
0,RoundRobin,matvec_std::operator(),37,81182736,1,0.470891913
0,RoundRobin,matvec_std::operator(),38,81182736,0,0.012965821
0,RoundRobin,matvec_std::operator(),39,81182736,1,0.484536886
0,RoundRobin,matvec_std::operator(),40,81182736,0,0.012799453
0,RoundRobin,matvec_std::operator(),41,81182736,1,0.454669844
0,RoundRobin,matvec_std::operator(),42,81182736,0,0.012526532
0,RoundRobin,matvec_std::operator(),43,81182736,1,0.456978815
0,RoundRobin,matvec_std::operator(),44,81182736,0,0.01283164
0,RoundRobin,matvec_std::operator(),45,81182736,1,0.455090839
