rankid,training,region,idx,f0,policy,xtime
0,RoundRobin,matvec_std::operator(),0,38272752,0,0.0039317
0,RoundRobin,matvec_std::operator(),1,38272752,1,0.137564837
0,RoundRobin,matvec_std::operator(),2,38272752,0,0.008467787
0,RoundRobin,matvec_std::operator(),3,38272752,1,0.142866466
0,RoundRobin,matvec_std::operator(),4,38272752,0,0.008587796
0,RoundRobin,matvec_std::operator(),5,38272752,1,0.145367961
0,RoundRobin,matvec_std::operator(),6,38272752,0,0.008626817
0,RoundRobin,matvec_std::operator(),7,38272752,1,0.135588153
0,RoundRobin,matvec_std::operator(),8,38272752,0,0.008682149
0,RoundRobin,matvec_std::operator(),9,38272752,1,0.153957732
0,RoundRobin,matvec_std::operator(),10,38272752,0,0.00816822
0,RoundRobin,matvec_std::operator(),11,38272752,1,0.152852632
0,RoundRobin,matvec_std::operator(),12,38272752,0,0.008105911
0,RoundRobin,matvec_std::operator(),13,38272752,1,0.138015814
0,RoundRobin,matvec_std::operator(),14,38272752,0,0.008086653
0,RoundRobin,matvec_std::operator(),15,38272752,1,0.14076352
0,RoundRobin,matvec_std::operator(),16,38272752,0,0.008133818
0,RoundRobin,matvec_std::operator(),17,38272752,1,0.142716779
0,RoundRobin,matvec_std::operator(),18,38272752,0,0.008126386
0,RoundRobin,matvec_std::operator(),19,38272752,1,0.177968726
0,RoundRobin,matvec_std::operator(),20,38272752,0,0.006432689
0,RoundRobin,matvec_std::operator(),21,38272752,1,0.160186527
0,RoundRobin,matvec_std::operator(),22,38272752,0,0.006041328
0,RoundRobin,matvec_std::operator(),23,38272752,1,0.159927278
0,RoundRobin,matvec_std::operator(),24,38272752,0,0.006015235
0,RoundRobin,matvec_std::operator(),25,38272752,1,0.158229617
0,RoundRobin,matvec_std::operator(),26,38272752,0,0.006006125
0,RoundRobin,matvec_std::operator(),27,38272752,1,0.159947508
0,RoundRobin,matvec_std::operator(),28,38272752,0,0.005997349
0,RoundRobin,matvec_std::operator(),29,38272752,1,0.159904525
0,RoundRobin,matvec_std::operator(),30,38272752,0,0.00607833
0,RoundRobin,matvec_std::operator(),31,38272752,1,0.159188764
0,RoundRobin,matvec_std::operator(),32,38272752,0,0.006027127
0,RoundRobin,matvec_std::operator(),33,38272752,1,0.160610535
0,RoundRobin,matvec_std::operator(),34,38272752,0,0.006030752
0,RoundRobin,matvec_std::operator(),35,38272752,1,0.162870396
0,RoundRobin,matvec_std::operator(),36,38272752,0,0.00601349
0,RoundRobin,matvec_std::operator(),37,38272752,1,0.160588663
0,RoundRobin,matvec_std::operator(),38,38272752,0,0.00599598
0,RoundRobin,matvec_std::operator(),39,38272752,1,0.162771859
0,RoundRobin,matvec_std::operator(),40,38272752,0,0.005980243
0,RoundRobin,matvec_std::operator(),41,38272752,1,0.159558685
0,RoundRobin,matvec_std::operator(),42,38272752,0,0.00596505
0,RoundRobin,matvec_std::operator(),43,38272752,1,0.162149615
0,RoundRobin,matvec_std::operator(),44,38272752,0,0.006028414
0,RoundRobin,matvec_std::operator(),45,38272752,1,0.158470019
0,RoundRobin,matvec_std::operator(),46,38272752,0,0.00600909
0,RoundRobin,matvec_std::operator(),47,38272752,1,0.162388501
0,RoundRobin,matvec_std::operator(),48,38272752,0,0.006140771
0,RoundRobin,matvec_std::operator(),49,38272752,1,0.158200614
0,RoundRobin,matvec_std::operator(),50,38272752,0,0.006020303
0,RoundRobin,matvec_std::operator(),51,38272752,1,0.163182106
0,RoundRobin,matvec_std::operator(),52,38272752,0,0.005980739
0,RoundRobin,matvec_std::operator(),53,38272752,1,0.15816092
0,RoundRobin,matvec_std::operator(),54,38272752,0,0.005994684
0,RoundRobin,matvec_std::operator(),55,38272752,1,0.160221313
0,RoundRobin,matvec_std::operator(),56,38272752,0,0.00601103
0,RoundRobin,matvec_std::operator(),57,38272752,1,0.158800222
0,RoundRobin,matvec_std::operator(),58,38272752,0,0.005983328
0,RoundRobin,matvec_std::operator(),59,38272752,1,0.161758298
0,RoundRobin,matvec_std::operator(),60,38272752,0,0.005994978
0,RoundRobin,matvec_std::operator(),61,38272752,1,0.165114818
0,RoundRobin,matvec_std::operator(),62,38272752,0,0.005981238
0,RoundRobin,matvec_std::operator(),63,38272752,1,0.162389988
0,RoundRobin,matvec_std::operator(),64,38272752,0,0.005963842
0,RoundRobin,matvec_std::operator(),65,38272752,1,0.159578599
0,RoundRobin,matvec_std::operator(),66,38272752,0,0.005980997
0,RoundRobin,matvec_std::operator(),67,38272752,1,0.160405053
