rankid,training,region,idx,f0,policy,xtime
0,RoundRobin,matvec_std::operator(),0,24137568,0,0.002575004
0,RoundRobin,matvec_std::operator(),1,24137568,1,0.090441595
0,RoundRobin,matvec_std::operator(),2,24137568,0,0.004610158
0,RoundRobin,matvec_std::operator(),3,24137568,1,0.086449287
0,RoundRobin,matvec_std::operator(),4,24137568,0,0.004760193
0,RoundRobin,matvec_std::operator(),5,24137568,1,0.085815702
0,RoundRobin,matvec_std::operator(),6,24137568,0,0.004762136
0,RoundRobin,matvec_std::operator(),7,24137568,1,0.087176062
0,RoundRobin,matvec_std::operator(),8,24137568,0,0.00480721
0,RoundRobin,matvec_std::operator(),9,24137568,1,0.086042503
0,RoundRobin,matvec_std::operator(),10,24137568,0,0.004859365
0,RoundRobin,matvec_std::operator(),11,24137568,1,0.087310141
0,RoundRobin,matvec_std::operator(),12,24137568,0,0.004775075
0,RoundRobin,matvec_std::operator(),13,24137568,1,0.086468749
0,RoundRobin,matvec_std::operator(),14,24137568,0,0.004795787
0,RoundRobin,matvec_std::operator(),15,24137568,1,0.0882549
0,RoundRobin,matvec_std::operator(),16,24137568,0,0.0047633
0,RoundRobin,matvec_std::operator(),17,24137568,1,0.086286485
0,RoundRobin,matvec_std::operator(),18,24137568,0,0.004744884
0,RoundRobin,matvec_std::operator(),19,24137568,1,0.088194792
0,RoundRobin,matvec_std::operator(),20,24137568,0,0.004681401
0,RoundRobin,matvec_std::operator(),21,24137568,1,0.086483112
0,RoundRobin,matvec_std::operator(),22,24137568,0,0.00470466
0,RoundRobin,matvec_std::operator(),23,24137568,1,0.088158529
0,RoundRobin,matvec_std::operator(),24,24137568,0,0.004698582
0,RoundRobin,matvec_std::operator(),25,24137568,1,0.086866644
0,RoundRobin,matvec_std::operator(),26,24137568,0,0.004685269
0,RoundRobin,matvec_std::operator(),27,24137568,1,0.107274746
0,RoundRobin,matvec_std::operator(),28,24137568,0,0.004455545
0,RoundRobin,matvec_std::operator(),29,24137568,1,0.095068649
0,RoundRobin,matvec_std::operator(),30,24137568,0,0.004143637
0,RoundRobin,matvec_std::operator(),31,24137568,1,0.094619542
0,RoundRobin,matvec_std::operator(),32,24137568,0,0.004116731
0,RoundRobin,matvec_std::operator(),33,24137568,1,0.095346975
0,RoundRobin,matvec_std::operator(),34,24137568,0,0.004079515
0,RoundRobin,matvec_std::operator(),35,24137568,1,0.096075656
0,RoundRobin,matvec_std::operator(),36,24137568,0,0.004044263
0,RoundRobin,matvec_std::operator(),37,24137568,1,0.094559994
0,RoundRobin,matvec_std::operator(),38,24137568,0,0.004057167
0,RoundRobin,matvec_std::operator(),39,24137568,1,0.095816455
0,RoundRobin,matvec_std::operator(),40,24137568,0,0.004033564
0,RoundRobin,matvec_std::operator(),41,24137568,1,0.094737094
0,RoundRobin,matvec_std::operator(),42,24137568,0,0.004018703
0,RoundRobin,matvec_std::operator(),43,24137568,1,0.105110091
0,RoundRobin,matvec_std::operator(),44,24137568,0,0.003668574
0,RoundRobin,matvec_std::operator(),45,24137568,1,0.097947344
0,RoundRobin,matvec_std::operator(),46,24137568,0,0.003412132
0,RoundRobin,matvec_std::operator(),47,24137568,1,0.100141613
0,RoundRobin,matvec_std::operator(),48,24137568,0,0.003428671
0,RoundRobin,matvec_std::operator(),49,24137568,1,0.099074723
0,RoundRobin,matvec_std::operator(),50,24137568,0,0.003370081
0,RoundRobin,matvec_std::operator(),51,24137568,1,0.100467343
0,RoundRobin,matvec_std::operator(),52,24137568,0,0.003341479
0,RoundRobin,matvec_std::operator(),53,24137568,1,0.09872316
0,RoundRobin,matvec_std::operator(),54,24137568,0,0.003408511
0,RoundRobin,matvec_std::operator(),55,24137568,1,0.099620138
0,RoundRobin,matvec_std::operator(),56,24137568,0,0.003327007
0,RoundRobin,matvec_std::operator(),57,24137568,1,0.099440903
0,RoundRobin,matvec_std::operator(),58,24137568,0,0.003314924
0,RoundRobin,matvec_std::operator(),59,24137568,1,0.10013271
0,RoundRobin,matvec_std::operator(),60,24137568,0,0.003350097
